Order ID,Product ID,Quantity,Total
CA-2016-160794,OFF-PA-10004156,3,996.06
CA-2018-116225,TEC-AC-10001432,5,310.75
US-2018-120418,FUR-CH-10001394,5,2174.9
US-2018-120418,OFF-ST-10002370,4,1614.72
US-2018-120418,OFF-AR-10002956,5,1034.25
US-2018-120418,OFF-AR-10001955,3,778.62
US-2018-120418,OFF-ST-10001809,1,40.75
CA-2018-122035,OFF-LA-10004093,5,2021.85
CA-2018-122035,OFF-AP-10002118,3,1180.23
CA-2018-122035,OFF-BI-10000404,4,989.28
CA-2018-122035,FUR-CH-10003833,3,699.75
CA-2018-122035,OFF-BI-10002072,5,644.15
CA-2018-122035,TEC-AC-10003095,1,52.78
CA-2016-117828,OFF-AP-10001563,2,917.34
CA-2018-165491,TEC-AC-10000358,4,1243.44
CA-2016-109470,OFF-BI-10004492,5,1817.05
CA-2016-109470,OFF-BI-10001072,5,708.45
CA-2016-109470,OFF-BI-10003707,2,246.1
CA-2016-109470,OFF-BI-10000977,1,475.79
CA-2016-105102,OFF-BI-10002082,3,1256.49
CA-2016-105102,FUR-BO-10004709,2,517.16
CA-2016-105102,OFF-PA-10002365,4,991.24
CA-2018-138422,OFF-EN-10004147,5,1922.85
US-2016-147739,FUR-FU-10001468,1,251.89
CA-2017-155187,OFF-ST-10000642,5,1637.55
CA-2017-155187,OFF-PA-10000380,1,406.58
CA-2018-169285,OFF-PA-10004071,2,386.58
CA-2018-169285,OFF-PA-10004971,5,2298.1
CA-2015-140886,OFF-AP-10000696,1,57.5
CA-2018-152695,OFF-EN-10004030,1,480.91
CA-2018-152695,OFF-AP-10000026,5,1196.75
CA-2015-110639,OFF-PA-10003936,4,1845.56
CA-2015-110639,OFF-PA-10004530,2,571.0
CA-2015-121727,OFF-AR-10004930,5,2305.45
CA-2017-137736,OFF-AR-10004999,4,992.68
US-2015-143231,FUR-FU-10002501,3,941.43
US-2015-143231,TEC-AC-10000358,2,621.72
US-2015-155894,OFF-ST-10004804,4,896.28
CA-2017-119025,OFF-AP-10001205,3,840.15
CA-2017-159373,OFF-PA-10000659,2,288.16
CA-2017-159373,OFF-BI-10004141,2,455.18
CA-2017-159373,FUR-TA-10004619,5,198.85
CA-2018-109701,OFF-BI-10004187,5,1121.2
CA-2018-109701,OFF-BI-10000632,5,1170.8
CA-2018-109701,OFF-PA-10003724,1,205.12
CA-2018-109701,OFF-AP-10002765,3,541.65
CA-2018-109701,OFF-AR-10001868,2,71.72
CA-2016-111514,FUR-BO-10002545,2,943.92
CA-2016-111514,OFF-BI-10002735,5,1982.3
CA-2016-111514,TEC-AC-10004864,4,1663.32
CA-2016-111514,TEC-MA-10000597,2,268.14
US-2015-148838,FUR-TA-10003473,5,689.9
US-2015-148838,FUR-TA-10001950,5,482.25
US-2015-148838,FUR-TA-10004175,4,1483.76
US-2015-148838,OFF-PA-10002960,1,164.96
US-2015-148838,OFF-PA-10000919,3,1238.67
CA-2018-136497,OFF-BI-10001553,5,293.4
US-2017-108637,FUR-FU-10004864,1,25.21
US-2017-108637,OFF-AP-10004540,1,280.06
US-2017-108637,OFF-BI-10004965,1,150.1
CA-2015-102295,FUR-CH-10001714,4,517.28
CA-2018-123659,OFF-PA-10002464,3,991.44
US-2017-129469,FUR-FU-10002298,2,681.92
US-2017-129469,OFF-AR-10000315,5,1536.75
CA-2018-155152,TEC-AC-10004353,4,1282.12
CA-2017-159940,FUR-FU-10004973,3,771.42
CA-2017-159940,OFF-FA-10000936,5,349.0
CA-2017-159940,OFF-PA-10001609,4,1541.2
CA-2017-159940,FUR-CH-10000785,2,709.9
CA-2018-119669,OFF-FA-10000053,3,450.21
US-2015-164616,OFF-BI-10001718,3,169.14
US-2015-164616,OFF-SU-10004768,3,1115.61
CA-2016-148628,OFF-PA-10003883,1,449.88
CA-2017-118052,OFF-FA-10004248,2,278.5
CA-2017-118052,OFF-PA-10002581,5,1092.35
CA-2017-118052,FUR-FU-10004848,5,622.45
US-2018-117534,OFF-AP-10002403,4,1727.44
US-2018-117534,OFF-AR-10003087,4,1579.64
US-2018-117534,OFF-BI-10002026,2,568.08
US-2018-117534,TEC-PH-10000141,4,688.12
US-2018-117534,TEC-CO-10000971,1,346.92
CA-2016-145065,OFF-FA-10001229,2,167.32
CA-2016-145065,OFF-BI-10002437,4,1085.88
US-2016-127040,OFF-PA-10004255,1,64.19
US-2016-127040,OFF-PA-10001184,1,329.36
US-2016-127040,TEC-AC-10002637,3,1380.3
US-2016-127040,FUR-FU-10002878,2,289.28
CA-2017-128111,OFF-AR-10000588,1,84.28
CA-2016-137897,TEC-AC-10002217,4,620.16
CA-2016-137897,TEC-AC-10001267,5,2087.75
CA-2016-137897,OFF-PA-10004041,4,1148.28
CA-2018-169264,OFF-LA-10001613,5,197.4
CA-2018-169264,OFF-AR-10000246,4,403.24
CA-2018-147361,OFF-ST-10001809,4,163.0
CA-2018-147361,OFF-ST-10002214,4,1702.88
CA-2018-145877,OFF-ST-10000649,2,419.3
CA-2018-145877,OFF-EN-10001990,1,255.7
US-2017-110170,FUR-BO-10000780,5,1636.3
CA-2018-108574,TEC-AC-10002049,2,959.06
CA-2018-108574,TEC-PH-10003555,2,400.52
CA-2018-108574,TEC-PH-10000702,5,1626.55
CA-2018-144589,OFF-AR-10003631,5,917.75
CA-2018-144589,TEC-PH-10003072,3,132.99
CA-2018-155985,FUR-FU-10000758,3,1404.78
CA-2015-162684,OFF-FA-10000992,1,447.6
CA-2016-142041,OFF-BI-10004187,4,896.96
CA-2015-151295,OFF-PA-10001947,3,304.68
CA-2015-151295,FUR-TA-10002356,2,446.0
CA-2017-156300,FUR-CH-10001714,5,646.6
CA-2016-146087,FUR-BO-10002824,1,91.39
CA-2018-168655,TEC-AC-10002842,4,1325.0
CA-2018-168655,OFF-BI-10002082,4,1675.32
CA-2017-107202,TEC-MA-10000112,5,1343.7
CA-2018-159597,OFF-ST-10002289,2,186.6
CA-2018-159597,TEC-AC-10004171,1,248.02
CA-2017-155551,OFF-ST-10003656,3,127.2
CA-2017-155551,OFF-PA-10001560,2,983.26
US-2018-147669,TEC-AC-10002473,5,2231.1
US-2018-147669,OFF-BI-10000632,1,234.16
US-2018-147669,FUR-TA-10002645,4,941.8
US-2018-147669,OFF-FA-10002975,4,1091.36
CA-2017-169922,OFF-BI-10003784,5,484.0
CA-2017-169922,OFF-BI-10001617,3,471.48
CA-2017-169922,FUR-FU-10004415,1,55.6
CA-2018-100748,OFF-LA-10000240,5,2013.6
CA-2018-129805,FUR-FU-10001935,5,1790.45
CA-2015-148586,FUR-CH-10002439,2,477.04
US-2018-112613,TEC-PH-10001536,2,438.28
CA-2016-154746,OFF-EN-10001532,2,148.38
CA-2016-154746,OFF-AP-10003057,2,117.56
CA-2018-140053,FUR-FU-10003708,3,1151.91
CA-2015-164210,FUR-TA-10000849,3,1035.99
CA-2015-164210,OFF-PA-10002259,2,781.08
CA-2018-139948,FUR-FU-10002597,4,846.16
CA-2017-146934,TEC-PH-10004614,5,724.5
CA-2017-146934,FUR-TA-10003748,1,116.85
CA-2017-146934,OFF-AP-10003217,1,224.88
CA-2017-146934,TEC-AC-10002399,3,291.75
CA-2017-146934,OFF-EN-10002973,3,422.07
CA-2017-146934,TEC-PH-10001336,5,2095.45
CA-2016-100573,OFF-EN-10000461,2,108.32
CA-2017-119165,FUR-CH-10000988,4,1224.24
CA-2016-128027,OFF-ST-10001809,5,203.75
CA-2017-140207,OFF-BI-10003963,5,814.4
CA-2018-140949,OFF-LA-10000081,3,204.42
CA-2018-140949,TEC-PH-10000149,4,1679.08
CA-2018-140949,OFF-BI-10000605,4,684.48
CA-2018-140949,TEC-AC-10002399,1,97.25
CA-2018-140949,TEC-AC-10003038,2,577.54
CA-2018-140949,OFF-ST-10000344,1,334.05
CA-2018-140949,OFF-LA-10004093,3,1213.11
CA-2018-140949,OFF-AR-10001683,3,487.26
CA-2018-140949,OFF-ST-10003455,1,418.39
CA-2018-138548,OFF-AP-10002578,3,1244.34
CA-2016-142419,OFF-PA-10001763,1,50.24
CA-2016-142419,OFF-BI-10001597,1,473.89
CA-2018-148691,OFF-BI-10001524,2,84.6
CA-2018-148691,OFF-BI-10001553,3,176.04
CA-2018-148691,TEC-PH-10000576,3,814.92
CA-2018-148691,OFF-LA-10001317,5,1711.4
CA-2018-128755,OFF-PA-10000726,4,674.96
CA-2018-128755,OFF-ST-10003306,4,582.96
CA-2018-128755,OFF-PA-10004983,5,2336.45
CA-2018-128755,OFF-ST-10001291,4,949.6
US-2017-135923,FUR-FU-10002107,3,490.86
US-2017-135923,FUR-BO-10002213,4,914.48
US-2017-135923,OFF-AP-10000692,4,1549.2
CA-2017-114972,FUR-CH-10001190,3,567.75
CA-2017-114972,TEC-AC-10000682,1,473.9
CA-2017-114972,OFF-LA-10004545,5,333.85
CA-2017-114972,OFF-AP-10003057,1,58.78
CA-2018-102750,FUR-TA-10000198,3,591.45
CA-2015-145212,OFF-AR-10002833,3,116.34
CA-2018-141992,OFF-SU-10002557,2,375.34
CA-2018-141992,OFF-ST-10003656,2,84.8
CA-2018-147956,OFF-ST-10001097,3,337.02
CA-2018-126067,TEC-PH-10000912,5,621.4
CA-2018-126067,FUR-TA-10000617,1,368.23
CA-2018-126067,OFF-BI-10001658,1,319.25
CA-2018-126067,OFF-AR-10003856,5,502.7
CA-2016-104514,OFF-ST-10001837,5,1744.3
CA-2016-104514,OFF-AR-10001473,2,488.54
CA-2016-104514,OFF-PA-10004285,5,993.35
CA-2016-141040,TEC-PH-10001835,2,143.38
CA-2016-141040,OFF-PA-10002245,1,434.58
CA-2015-113579,OFF-PA-10001457,3,978.24
CA-2015-144624,TEC-PH-10002885,2,99.86
CA-2017-146206,FUR-TA-10004086,4,131.16
CA-2017-146206,TEC-PH-10000895,3,1101.87
CA-2015-136644,FUR-CH-10000225,5,1846.9
CA-2016-122371,OFF-ST-10002370,5,2018.4
CA-2016-122371,OFF-EN-10000056,2,763.52
CA-2017-126935,OFF-BI-10004817,2,485.2
US-2018-133781,OFF-EN-10004483,1,180.85
CA-2018-131618,OFF-PA-10001892,4,1007.36
CA-2018-131618,OFF-BI-10000546,4,1878.96
CA-2018-131618,OFF-BI-10001294,4,1416.32
CA-2017-149482,OFF-LA-10000248,2,69.26
CA-2015-143917,OFF-ST-10001228,5,2400.95
CA-2015-143917,OFF-SU-10000151,4,1403.52
CA-2015-143917,FUR-FU-10004351,2,159.32
CA-2016-120397,OFF-AP-10001293,5,1200.45
CA-2018-163902,TEC-PH-10000675,5,2195.35
CA-2018-163902,TEC-AC-10000580,2,503.8
CA-2017-136812,OFF-ST-10003470,5,263.15
CA-2016-102722,TEC-AC-10003116,3,499.29
CA-2018-155089,OFF-BI-10002429,3,307.59
CA-2017-124506,TEC-AC-10003280,5,2110.35
CA-2017-124506,FUR-CH-10004540,4,900.68
CA-2015-106572,OFF-ST-10000585,2,173.32
CA-2015-128888,OFF-EN-10003001,4,1589.0
CA-2018-123134,FUR-FU-10003975,3,166.86
CA-2017-124352,OFF-LA-10004559,3,400.02
CA-2017-124352,OFF-LA-10003223,3,243.45
CA-2017-124352,OFF-AP-10002651,4,642.68
CA-2017-124352,OFF-PA-10003177,4,1855.96
CA-2017-124352,TEC-PH-10003442,4,549.44
CA-2017-124352,OFF-BI-10000977,2,951.58
CA-2016-124541,OFF-AR-10004078,5,851.65
CA-2016-124541,TEC-AC-10002550,3,451.68
CA-2016-124541,OFF-BI-10004965,5,750.5
CA-2016-124541,OFF-BI-10004209,5,1605.85
CA-2016-124541,OFF-PA-10001526,4,304.88
CA-2015-108707,OFF-PA-10000788,1,454.75
CA-2015-111500,OFF-PA-10000595,5,338.1
CA-2015-111500,OFF-BI-10000829,1,415.44
CA-2015-111500,OFF-FA-10002676,4,1173.44
CA-2015-111500,TEC-AC-10000844,1,241.44
US-2018-117723,OFF-ST-10004459,1,253.97
CA-2016-143238,TEC-AC-10003499,1,137.73
CA-2016-168746,FUR-CH-10000513,1,118.35
CA-2016-168746,TEC-PH-10000895,5,1836.45
CA-2016-168746,TEC-PH-10002555,4,1054.6
CA-2016-113404,FUR-CH-10003312,1,378.88
CA-2016-113404,FUR-CH-10004086,5,821.3
CA-2017-144792,FUR-FU-10002759,3,522.36
CA-2015-164385,OFF-AP-10002191,3,619.47
US-2017-114174,FUR-BO-10003450,5,948.5
US-2017-114174,OFF-LA-10000248,5,173.15
CA-2018-108070,OFF-ST-10004804,2,448.14
CA-2018-108070,FUR-BO-10001337,2,613.0
US-2016-128090,OFF-AR-10002255,3,211.83
US-2016-128090,TEC-PH-10002624,2,388.46
US-2016-128090,OFF-PA-10001878,2,519.82
US-2016-128090,OFF-LA-10000452,5,827.95
CA-2018-101042,FUR-FU-10004665,4,1063.04
CA-2018-101042,OFF-BI-10000088,1,339.63
CA-2017-155439,OFF-PA-10000029,5,1492.25
CA-2017-118626,TEC-PH-10000369,1,426.76
CA-2016-111458,TEC-AC-10001590,2,591.26
US-2017-126844,FUR-FU-10004909,1,239.44
US-2016-112508,OFF-AP-10002287,4,251.68
CA-2016-147788,FUR-BO-10004357,4,1348.0
CA-2016-147788,OFF-LA-10003766,2,596.5
CA-2016-147788,OFF-ST-10000046,4,1005.76
CA-2016-144288,OFF-LA-10003190,3,1201.92
CA-2016-144288,OFF-PA-10002787,1,227.04
CA-2016-110632,TEC-AC-10000387,4,1268.68
CA-2016-110632,OFF-ST-10001291,4,949.6
CA-2018-109589,TEC-AC-10003116,4,665.72
CA-2018-123967,OFF-BI-10001308,1,217.61
CA-2018-123967,FUR-TA-10003954,3,950.04
CA-2018-148929,OFF-ST-10003282,3,589.71
CA-2018-134404,TEC-PH-10000576,5,1358.2
CA-2018-134404,OFF-AR-10004441,1,353.17
CA-2018-109778,OFF-AR-10003759,4,200.68
CA-2017-155845,TEC-AC-10004145,5,809.05
CA-2018-145128,FUR-FU-10000293,5,1016.05
CA-2015-129091,OFF-EN-10004955,2,940.68
CA-2015-129091,OFF-BI-10001071,3,643.71
CA-2015-129091,OFF-EN-10001990,3,767.1
CA-2015-129091,OFF-AP-10002734,5,1137.5
US-2015-155502,FUR-FU-10004587,2,175.12
US-2015-155502,OFF-ST-10004337,4,846.16
US-2015-155502,OFF-PA-10003072,1,189.23
US-2015-155502,OFF-PA-10000380,1,406.58
US-2015-155502,TEC-PH-10004833,5,1167.8
US-2015-155502,FUR-FU-10001847,3,1327.47
US-2015-155502,TEC-PH-10002103,3,394.17
CA-2016-121041,OFF-EN-10001137,4,473.28
CA-2018-131695,OFF-ST-10001476,1,206.84
CA-2018-131695,FUR-FU-10002045,5,851.8
CA-2017-137729,OFF-ST-10001505,3,1002.66
CA-2017-137729,TEC-PH-10001433,3,1439.04
US-2017-115455,FUR-FU-10004671,3,595.41
US-2017-115455,FUR-TA-10003569,1,311.57
CA-2018-128300,TEC-PH-10002807,2,704.76
CA-2018-128300,OFF-BI-10001597,2,947.78
CA-2018-149048,OFF-EN-10003296,4,1655.2
CA-2018-149048,OFF-BI-10004632,1,336.34
CA-2018-149048,TEC-PH-10002310,1,187.5
CA-2018-149048,OFF-ST-10000078,3,217.68
CA-2018-149048,OFF-PA-10001752,3,324.9
CA-2018-108553,OFF-AP-10000026,4,957.4
CA-2018-108553,OFF-SU-10002573,2,922.1
CA-2017-165848,OFF-PA-10000349,2,326.06
CA-2017-165848,TEC-MA-10003356,3,710.43
CA-2017-165848,FUR-BO-10000362,5,2396.0
CA-2017-165848,FUR-FU-10003878,2,394.66
CA-2015-112718,OFF-BI-10000591,1,48.67
CA-2017-154053,OFF-AR-10003727,4,1494.48
CA-2015-127446,TEC-AC-10001635,5,223.35
CA-2015-127446,OFF-LA-10001317,4,1369.12
CA-2015-127446,FUR-TA-10000577,5,2363.3
CA-2015-127446,OFF-LA-10000248,1,34.63
CA-2015-127446,OFF-PA-10000955,1,73.87
CA-2015-127446,FUR-FU-10000221,3,1109.04
CA-2017-137204,FUR-CH-10002304,4,1132.6
CA-2015-147298,FUR-CH-10004886,1,310.1
CA-2015-147298,OFF-BI-10001525,4,1757.56
CA-2018-147942,OFF-LA-10003663,5,383.35
CA-2018-147942,OFF-BI-10001294,4,1416.32
CA-2018-115931,OFF-AR-10000369,4,1279.68
CA-2018-115931,TEC-PH-10001300,4,984.52
CA-2018-115931,OFF-ST-10000876,4,530.04
CA-2018-115931,OFF-LA-10001404,2,86.38
CA-2015-164861,OFF-PA-10001972,5,606.1
CA-2018-127180,TEC-CO-10004722,3,1151.46
CA-2018-127180,TEC-PH-10001494,3,230.19
CA-2018-127180,OFF-EN-10002500,5,378.25
CA-2018-127180,TEC-PH-10003800,1,53.57
US-2018-165344,TEC-AC-10002399,2,194.5
US-2018-165344,TEC-MA-10002210,5,2274.95
US-2018-165344,OFF-BI-10003196,1,57.06
CA-2016-168186,OFF-PA-10000477,2,779.02
US-2018-110604,FUR-FU-10000076,1,418.44
US-2018-110604,FUR-CH-10002017,4,254.72
US-2018-110604,FUR-CH-10004287,1,333.6
CA-2016-116750,FUR-FU-10003829,4,1290.52
CA-2016-116750,OFF-BI-10004728,5,2071.15
CA-2016-162369,OFF-ST-10000046,2,502.88
CA-2018-108441,OFF-PA-10000697,2,320.3
CA-2018-108441,OFF-BI-10000848,3,195.21
CA-2018-108441,OFF-AR-10004691,5,1684.25
CA-2018-108441,FUR-CH-10000595,4,1370.28
CA-2016-169740,TEC-AC-10000927,5,620.75
CA-2017-124051,OFF-PA-10001289,5,2422.9
CA-2017-149111,TEC-PH-10003092,3,522.3
CA-2017-149111,FUR-FU-10000206,5,341.55
CA-2015-131002,FUR-FU-10004270,4,1332.84
CA-2015-131002,OFF-BI-10000948,3,725.58
CA-2015-131002,OFF-PA-10000223,5,508.95
CA-2015-131002,FUR-FU-10004665,1,265.76
CA-2015-131002,TEC-PH-10000215,3,202.02
US-2017-146794,FUR-BO-10004467,1,112.78
CA-2018-112515,OFF-BI-10000829,1,415.44
CA-2018-112515,OFF-BI-10003712,1,451.15
CA-2018-112515,OFF-PA-10000062,4,731.16
CA-2018-112515,FUR-BO-10003404,4,1417.72
CA-2018-112515,OFF-BI-10004233,3,801.81
CA-2018-112515,OFF-ST-10001272,2,643.84
CA-2018-112515,OFF-LA-10001175,3,222.24
CA-2017-150343,OFF-EN-10004030,3,1442.73
CA-2016-135538,FUR-CH-10004287,1,333.6
CA-2018-123372,TEC-PH-10002834,1,430.37
CA-2018-123372,OFF-EN-10003055,5,591.75
CA-2018-159604,OFF-BI-10003460,3,277.5
CA-2017-164784,OFF-LA-10001569,4,1714.68
CA-2017-164784,FUR-TA-10004534,5,2131.25
CA-2017-164784,OFF-BI-10002954,3,89.37
CA-2017-111794,TEC-AC-10003832,4,101.24
CA-2017-111794,OFF-PA-10000474,2,918.06
US-2016-139759,FUR-CH-10002774,1,90.91
US-2016-139759,OFF-AP-10002765,3,541.65
CA-2015-126403,OFF-PA-10001144,4,1376.12
CA-2015-126403,FUR-CH-10003761,1,424.82
CA-2015-126403,OFF-PA-10004665,1,319.22
CA-2015-126403,OFF-ST-10000078,2,145.12
CA-2018-136875,OFF-PA-10000357,2,144.76
CA-2018-132185,OFF-AR-10000422,1,67.78
CA-2018-132185,OFF-AP-10001205,2,560.1
US-2015-160780,OFF-BI-10001116,2,445.34
US-2015-160780,OFF-BI-10002931,5,1854.1
CA-2018-127026,OFF-BI-10000546,2,939.48
CA-2018-127026,TEC-AC-10002049,1,479.53
CA-2018-127026,OFF-BI-10001196,1,427.57
CA-2018-127026,TEC-MA-10002981,1,109.26
CA-2018-127026,TEC-PH-10003601,5,1251.95
CA-2018-137085,OFF-BI-10000632,1,234.16
CA-2017-133123,OFF-EN-10003055,4,473.4
CA-2017-133123,OFF-BI-10001031,1,161.09
US-2017-128195,OFF-BI-10002003,3,530.37
CA-2016-153220,OFF-PA-10003016,4,1287.48
CA-2015-123064,OFF-AR-10004582,3,623.49
CA-2018-156412,OFF-BI-10004364,2,519.66
US-2017-144211,OFF-PA-10002246,4,311.44
US-2017-144211,TEC-PH-10002890,2,891.0
CA-2017-138079,FUR-FU-10001475,2,938.94
CA-2015-143182,FUR-FU-10004270,3,999.63
CA-2017-161662,OFF-PA-10003465,1,89.8
CA-2015-145317,TEC-MA-10003626,2,401.96
CA-2015-145317,TEC-MA-10002412,1,397.28
CA-2015-145317,OFF-PA-10001804,4,1486.04
CA-2015-145317,OFF-AR-10003183,5,2364.2
CA-2015-145317,FUR-FU-10004270,1,333.21
CA-2015-145317,OFF-FA-10003112,5,1143.05
CA-2015-145317,FUR-FU-10001986,5,1642.85
CA-2015-143413,OFF-PA-10002319,4,1886.4
CA-2018-156818,TEC-AC-10002323,3,1438.05
CA-2018-155873,OFF-SU-10001165,5,1953.45
CA-2018-155873,OFF-PA-10001246,5,1051.75
CA-2018-155873,OFF-PA-10001815,1,432.02
CA-2016-121797,FUR-FU-10001876,2,997.14
CA-2016-121797,TEC-MA-10000488,5,415.45
US-2016-120572,OFF-BI-10001098,4,523.88
CA-2018-132430,FUR-FU-10003577,1,389.56
CA-2018-146031,OFF-AR-10002656,4,1203.24
CA-2015-110100,TEC-PH-10004531,1,126.04
CA-2016-103723,OFF-AR-10003251,4,295.6
CA-2015-127187,TEC-PH-10000673,3,1140.15
CA-2018-128475,TEC-AC-10000158,5,1108.1
CA-2015-100006,TEC-PH-10002075,5,1852.15
CA-2018-144827,OFF-ST-10004340,3,674.58
CA-2015-110030,FUR-FU-10002759,3,522.36
CA-2015-121286,OFF-FA-10000585,3,747.0
CA-2015-121286,OFF-AP-10004859,2,477.52
CA-2017-164735,OFF-ST-10001558,5,1013.3
CA-2015-153479,OFF-LA-10004689,3,529.8
CA-2015-153479,OFF-BI-10002867,4,1765.4
CA-2018-149888,TEC-PH-10003811,3,606.24
CA-2018-149888,FUR-TA-10000849,3,1035.99
CA-2018-119193,OFF-BI-10000848,3,195.21
CA-2018-119193,TEC-PH-10003072,4,177.32
CA-2018-104801,OFF-AR-10001547,2,680.82
CA-2018-104801,TEC-AC-10001838,5,2017.95
CA-2018-104801,FUR-FU-10004017,1,454.01
CA-2015-107594,TEC-PH-10002923,2,728.74
CA-2015-107594,OFF-AR-10000716,1,202.85
CA-2016-129770,OFF-PA-10000249,5,2408.5
CA-2016-115798,TEC-PH-10003691,1,242.42
CA-2016-115798,OFF-PA-10001560,2,983.26
CA-2016-115798,FUR-BO-10004467,4,451.12
CA-2016-115798,TEC-PH-10001819,1,185.05
CA-2018-122707,OFF-SU-10000157,1,157.0
CA-2018-122707,TEC-AC-10004227,5,536.75
CA-2017-165015,OFF-EN-10003134,1,152.22
CA-2015-149244,FUR-FU-10004671,3,595.41
CA-2016-140144,FUR-FU-10002253,3,404.31
CA-2016-140144,TEC-PH-10002726,1,29.31
CA-2018-163321,TEC-AC-10004571,2,697.06
CA-2015-155887,FUR-TA-10002228,5,1384.5
US-2016-165449,TEC-AC-10004127,2,441.08
CA-2016-110247,OFF-BI-10001553,1,58.68
US-2015-141257,FUR-CH-10002758,5,2338.25
CA-2015-154669,OFF-ST-10000532,5,1079.75
CA-2015-158029,FUR-CH-10000988,2,612.12
CA-2016-155306,OFF-AR-10003251,3,221.7
CA-2016-155306,TEC-AC-10003174,2,823.54
CA-2016-155306,TEC-PH-10002310,1,187.5
CA-2016-155306,OFF-AP-10002651,1,160.67
CA-2016-155306,OFF-PA-10001184,1,329.36
CA-2017-127775,TEC-AC-10002402,3,611.43
CA-2017-146171,FUR-FU-10004270,2,666.42
CA-2017-146171,OFF-ST-10001526,4,299.32
CA-2015-129574,OFF-PA-10002893,2,104.68
CA-2018-126536,TEC-AC-10003709,3,438.9
CA-2018-126536,OFF-BI-10001191,1,291.58
CA-2018-165757,OFF-BI-10003166,5,1596.15
CA-2018-165757,OFF-BI-10003982,3,1431.96
CA-2018-165757,OFF-ST-10004835,1,232.75
CA-2018-167752,OFF-AP-10000159,2,632.88
CA-2018-167752,OFF-AP-10002945,2,567.96
US-2016-122140,OFF-AP-10001242,2,481.76
US-2016-122140,TEC-AC-10003038,3,866.31
US-2016-122140,TEC-AC-10003289,5,1825.55
CA-2017-163986,OFF-ST-10000918,3,290.34
CA-2018-158967,FUR-FU-10001940,2,337.2
CA-2017-131576,OFF-BI-10002852,1,173.41
CA-2018-143455,OFF-PA-10004451,5,1357.5
CA-2017-144729,OFF-ST-10004804,5,1120.35
CA-2016-127019,OFF-AP-10003971,1,51.63
CA-2016-138534,FUR-BO-10003159,2,921.72
CA-2018-108322,FUR-FU-10001935,3,1074.27
CA-2018-108322,TEC-AC-10003433,2,322.04
CA-2018-167668,OFF-LA-10004544,1,333.81
CA-2018-146724,OFF-AR-10001026,2,222.46
CA-2017-139878,TEC-PH-10001336,2,838.18
US-2017-106677,TEC-PH-10003187,1,41.86
CA-2017-116974,TEC-PH-10004897,4,353.44
CA-2016-149972,FUR-CH-10004997,5,956.3
CA-2016-149972,OFF-FA-10002763,1,413.72
US-2015-117744,FUR-FU-10001588,1,331.32
US-2015-117744,OFF-AR-10000940,3,1483.44
US-2015-117744,FUR-FU-10002759,1,174.12
CA-2015-125514,OFF-AP-10000358,4,382.84
CA-2015-125514,OFF-AP-10003281,3,1010.73
CA-2015-125514,OFF-PA-10000029,3,895.35
CA-2015-154599,TEC-PH-10001557,4,151.4
CA-2015-154599,TEC-PH-10000576,1,271.64
CA-2015-154599,OFF-BI-10002764,1,48.97
CA-2015-154599,FUR-BO-10001337,4,1226.0
CA-2018-158743,OFF-AR-10002257,5,271.2
CA-2018-158743,OFF-PA-10001019,2,319.96
CA-2018-158743,OFF-BI-10003364,5,2439.85
CA-2017-153318,TEC-PH-10000984,5,1726.85
US-2016-110163,OFF-AR-10001683,1,162.42
CA-2018-143329,FUR-FU-10000629,2,218.6
CA-2016-159380,OFF-PA-10003893,5,252.25
CA-2016-159380,OFF-PA-10004239,4,1352.08
CA-2016-122623,FUR-CH-10000553,1,444.29
CA-2016-148635,OFF-FA-10004395,1,148.73
CA-2016-148635,OFF-PA-10004782,1,140.75
CA-2016-148635,FUR-BO-10002213,1,228.62
CA-2016-148635,FUR-CH-10001854,5,606.45
CA-2016-135685,OFF-PA-10000157,1,230.04
CA-2016-135685,FUR-FU-10001185,5,1310.95
CA-2016-135685,FUR-TA-10001520,5,1823.75
CA-2016-135685,TEC-AC-10004145,1,161.81
CA-2016-135685,FUR-TA-10000688,5,1911.75
CA-2016-104626,OFF-BI-10001510,1,109.61
CA-2016-104626,FUR-CH-10003817,4,979.6
CA-2016-104626,FUR-FU-10000308,2,55.7
CA-2016-104626,OFF-ST-10003208,5,381.3
CA-2017-160500,OFF-BI-10003784,3,290.4
CA-2017-160500,FUR-TA-10003748,3,350.55
CA-2017-100202,TEC-PH-10002563,2,89.76
CA-2018-131016,OFF-AR-10000122,2,722.78
CA-2018-131016,OFF-ST-10000352,4,1475.56
US-2015-112914,OFF-PA-10003270,5,1504.7
US-2015-112914,FUR-BO-10003272,1,86.81
US-2015-112914,OFF-BI-10002982,1,424.13
US-2015-112914,OFF-EN-10001509,2,254.7
CA-2017-124149,OFF-PA-10002421,2,528.4
CA-2017-124149,OFF-ST-10000760,4,1505.8
CA-2017-124149,OFF-PA-10002923,5,2264.7
CA-2015-148915,OFF-ST-10001128,3,1184.55
CA-2015-148915,TEC-PH-10000673,4,1520.2
CA-2018-134649,OFF-AR-10001547,2,680.82
CA-2018-134649,OFF-BI-10001890,2,977.32
CA-2018-110842,OFF-AP-10003971,1,51.63
CA-2018-110842,OFF-PA-10000520,4,682.2
CA-2018-110842,OFF-BI-10000977,5,2378.95
CA-2017-147368,TEC-MA-10002178,5,841.7
US-2016-104185,OFF-ST-10001526,1,74.83
US-2015-125521,FUR-CH-10003379,4,1380.24
