Order ID,Order Date,Ship Date,Address,State,Ship Mode ID,Customer ID
CA-2016-119214,2016-01-23,2016-01-27,"United States, Bozeman, 59715.0",Montana,S3,CW-11905
CA-2016-122287,2016-06-18,2016-06-23,"United States, Peoria, 85345.0",Arizona,S3,SN-20560
CA-2016-104493,2016-10-02,2016-10-08,"United States, San Diego, 92105.0",California,S3,EB-13705
US-2018-158946,2018-11-18,2018-11-23,"United States, Lakewood, 44107.0",Ohio,S3,JW-15220
CA-2015-129168,2015-08-17,2015-08-23,"United States, Houston, 77095.0",Texas,S3,KB-16585
CA-2017-131835,2017-07-17,2017-07-21,"United States, Perth Amboy, 8861.0",New Jersey,S3,MC-17590
CA-2016-142237,2016-07-11,2016-07-13,"United States, Philadelphia, 19134.0",Pennsylvania,S1,CK-12595
CA-2017-136434,2017-12-01,2017-12-07,"United States, Richmond, 47374.0",Indiana,S3,RD-19480
CA-2018-120376,2018-12-22,2018-12-25,"United States, Detroit, 48227.0",Michigan,S1,TP-21130
CA-2015-106439,2015-10-31,2015-11-04,"United States, Los Angeles, 90049.0",California,S3,GG-14650
CA-2016-133452,2016-04-13,2016-04-19,"United States, Pomona, 91767.0",California,S3,ZC-21910
CA-2017-146521,2017-07-21,2017-07-23,"United States, Philadelphia, 19134.0",Pennsylvania,S2,CC-12610
US-2018-110996,2018-11-20,2018-11-25,"United States, Ontario, 91761.0",California,S3,KA-16525
CA-2017-129693,2017-11-26,2017-12-02,"United States, Seattle, 98105.0",Washington,S3,TC-20980
CA-2018-122504,2018-11-07,2018-11-12,"United States, Brentwood, 94513.0",California,S2,DB-13270
CA-2015-131051,2015-12-01,2015-12-05,"United States, San Francisco, 94122.0",California,S3,TR-21325
CA-2018-140676,2018-09-12,2018-09-15,"United States, Baltimore, 21215.0",Maryland,S1,BF-11080
CA-2016-120103,2016-12-24,2016-12-29,"United States, Phoenix, 85023.0",Arizona,S3,MS-17365
CA-2018-104647,2018-02-23,2018-03-01,"United States, Los Angeles, 90008.0",California,S3,CK-12595
CA-2015-110352,2015-11-23,2015-11-29,"United States, Houston, 77036.0",Texas,S3,ED-13885
CA-2017-140501,2017-06-23,2017-06-28,"United States, New York City, 10009.0",New York,S3,IM-15070
CA-2016-139290,2016-10-26,2016-10-30,"United States, Rancho Cucamonga, 91730.0",California,S3,MY-17380
CA-2018-166142,2018-07-15,2018-07-19,"United States, Wilmington, 19805.0",Delaware,S3,MM-17260
CA-2015-145926,2015-11-17,2015-11-21,"United States, Moorhead, 56560.0",Minnesota,S3,MP-17470
CA-2016-149678,2016-04-13,2016-04-15,"United States, Farmington, 87401.0",New Mexico,S2,AW-10840
US-2016-164357,2016-11-25,2016-11-29,"United States, Wilmington, 28403.0",North Carolina,S3,SF-20065
US-2017-146570,2017-05-15,2017-05-20,"United States, Jackson, 39212.0",Mississippi,S3,SN-20710
CA-2018-124401,2018-09-07,2018-09-12,"United States, Portland, 97206.0",Oregon,S3,RD-19900
US-2015-140116,2015-03-10,2015-03-17,"United States, Denver, 80219.0",Colorado,S3,KT-16480
CA-2015-123295,2015-07-18,2015-07-18,"United States, Tucson, 85705.0",Arizona,S0,AH-10120
CA-2018-167101,2018-03-24,2018-03-28,"United States, New York City, 10009.0",New York,S2,BM-11650
US-2015-167633,2015-09-30,2015-10-05,"United States, Boynton Beach, 33437.0",Florida,S3,BW-11200
US-2015-152723,2015-09-26,2015-09-26,"United States, Mesquite, 75150.0",Texas,S0,HG-14965
CA-2016-164882,2016-10-31,2016-10-31,"United States, Redlands, 92374.0",California,S0,SG-20080
CA-2016-159786,2016-10-12,2016-10-17,"United States, Rochester, 14609.0",New York,S2,RK-19300
CA-2017-130267,2017-09-19,2017-09-23,"United States, Stockton, 95207.0",California,S3,SW-20245
CA-2018-155460,2018-04-13,2018-04-15,"United States, Seattle, 98105.0",Washington,S1,RW-19630
US-2018-168690,2018-01-07,2018-01-13,"United States, Ormond Beach, 32174.0",Florida,S3,TS-21085
CA-2018-158246,2018-11-09,2018-11-11,"United States, Sunnyvale, 94086.0",California,S1,JB-15400
CA-2018-167381,2018-09-22,2018-09-24,"United States, Lansing, 48911.0",Michigan,S2,EH-14005
CA-2018-144862,2018-12-01,2018-12-05,"United States, Philadelphia, 19143.0",Pennsylvania,S3,EH-14005
CA-2015-126032,2015-06-23,2015-06-28,"United States, Philadelphia, 19143.0",Pennsylvania,S3,BS-11665
CA-2016-134859,2016-10-04,2016-10-09,"United States, Philadelphia, 19134.0",Pennsylvania,S3,JK-16120
US-2015-114188,2015-05-20,2015-05-22,"United States, Dover, 3820.0",New Hampshire,S2,RF-19345
CA-2016-156524,2016-11-20,2016-11-26,"United States, New York City, 10011.0",New York,S3,DL-12865
CA-2016-122210,2016-11-30,2016-12-04,"United States, Philadelphia, 19134.0",Pennsylvania,S3,WB-21850
CA-2016-156377,2016-12-31,2017-01-05,"United States, Grand Prairie, 75051.0",Texas,S3,TB-21625
US-2018-157896,2018-11-16,2018-11-16,"United States, New York City, 10009.0",New York,S0,CB-12415
CA-2015-159520,2015-06-06,2015-06-11,"United States, Long Beach, 11561.0",New York,S3,GT-14635
CA-2017-155481,2017-09-01,2017-09-05,"United States, Philadelphia, 19140.0",Pennsylvania,S3,DK-13225
US-2017-152051,2017-06-25,2017-06-29,"United States, York, 17403.0",Pennsylvania,S3,TS-21160
CA-2015-141607,2015-12-12,2015-12-17,"United States, Concord, 94521.0",California,S3,WB-21850
CA-2018-102771,2018-03-31,2018-04-05,"United States, New York City, 10035.0",New York,S3,DO-13435
US-2018-139969,2018-11-19,2018-11-26,"United States, College Station, 77840.0",Texas,S3,AF-10870
CA-2015-167360,2015-11-24,2015-11-29,"United States, Saint Louis, 63116.0",Missouri,S2,RB-19435
CA-2016-123505,2016-11-22,2016-11-26,"United States, Quincy, 2169.0",Massachusetts,S3,AR-10540
CA-2017-117282,2017-07-14,2017-07-18,"United States, New York City, 10009.0",New York,S3,DR-12880
US-2017-120460,2017-04-30,2017-05-05,"United States, Dallas, 75081.0",Texas,S3,BF-11170
CA-2017-111115,2017-07-25,2017-07-27,"United States, Los Angeles, 90032.0",California,S2,LB-16735
CA-2015-124646,2015-06-22,2015-06-24,"United States, Minneapolis, 55407.0",Minnesota,S1,DV-13465
CA-2018-148166,2018-10-21,2018-10-26,"United States, Deltona, 32725.0",Florida,S3,NK-18490
CA-2017-159737,2017-09-03,2017-09-09,"United States, Chicago, 60610.0",Illinois,S3,CS-11950
CA-2017-141019,2017-05-14,2017-05-14,"United States, Cincinnati, 45231.0",Ohio,S0,LH-17155
CA-2017-101938,2017-01-07,2017-01-12,"United States, Oakland, 94601.0",California,S3,DW-13480
CA-2018-166296,2018-03-13,2018-03-19,"United States, Manteca, 95336.0",California,S3,KF-16285
CA-2017-154018,2017-10-13,2017-10-19,"United States, Laredo, 78041.0",Texas,S3,HA-14920
CA-2018-117870,2018-01-27,2018-01-30,"United States, Kent, 44240.0",Ohio,S2,JH-15820
US-2018-137491,2018-11-19,2018-11-25,"United States, San Angelo, 76903.0",Texas,S3,LC-16930
CA-2015-152296,2015-08-01,2015-08-03,"United States, San Francisco, 94122.0",California,S1,IL-15100
CA-2017-112025,2017-07-30,2017-08-04,"United States, Houston, 77070.0",Texas,S3,LS-16975
CA-2016-132507,2016-07-30,2016-08-03,"United States, Houston, 77041.0",Texas,S2,CC-12610
CA-2017-125738,2017-10-15,2017-10-21,"United States, Salt Lake City, 84106.0",Utah,S3,PB-18805
CA-2017-128818,2017-05-07,2017-05-11,"United States, New York City, 10009.0",New York,S3,CJ-12010
CA-2018-124576,2018-08-01,2018-08-04,"United States, Salinas, 93905.0",California,S2,HK-14890
CA-2017-101378,2017-07-14,2017-07-14,"United States, Huntsville, 35810.0",Alabama,S0,RH-19600
CA-2018-143063,2018-08-10,2018-08-15,"United States, Columbus, 47201.0",Indiana,S3,IL-15100
CA-2017-118913,2017-06-25,2017-06-29,"United States, Los Angeles, 90049.0",California,S3,AS-10240
CA-2017-128412,2017-12-10,2017-12-17,"United States, Seattle, 98105.0",Washington,S3,AP-10915
CA-2017-136483,2017-12-01,2017-12-06,"United States, Knoxville, 37918.0",Tennessee,S3,AG-10390
CA-2015-163013,2015-11-28,2015-12-04,"United States, Montgomery, 36116.0",Alabama,S3,BF-11080
CA-2016-135363,2016-03-28,2016-04-02,"United States, Philadelphia, 19120.0",Pennsylvania,S3,CK-12205
US-2015-165659,2015-06-01,2015-06-06,"United States, Little Rock, 72209.0",Arkansas,S3,LT-17110
CA-2016-138002,2016-09-06,2016-09-12,"United States, Seattle, 98103.0",Washington,S3,BT-11305
CA-2016-128860,2016-06-29,2016-07-05,"United States, Lancaster, 17602.0",Pennsylvania,S3,SC-20725
CA-2017-164350,2017-09-10,2017-09-12,"United States, Bristol, 37620.0",Tennessee,S2,CG-12040
US-2015-103905,2015-07-14,2015-07-20,"United States, Aurora, 60505.0",Illinois,S3,AW-10930
CA-2016-129854,2016-08-22,2016-08-26,"United States, New York City, 10009.0",New York,S3,RB-19705
CA-2015-125556,2015-11-14,2015-11-16,"United States, Fairfield, 6824.0",Connecticut,S2,ML-17410
CA-2017-162313,2017-11-27,2017-11-30,"United States, Lincoln Park, 48146.0",Michigan,S1,VB-21745
CA-2018-107874,2018-11-21,2018-11-25,"United States, New York City, 10035.0",New York,S3,SW-20275
CA-2018-129378,2018-10-01,2018-10-02,"United States, San Jose, 95123.0",California,S1,NS-18505
CA-2015-151953,2015-09-20,2015-09-25,"United States, Jacksonville, 32216.0",Florida,S3,DB-13555
CA-2018-130841,2018-07-28,2018-08-01,"United States, San Francisco, 94110.0",California,S3,MH-17620
CA-2016-131884,2016-12-06,2016-12-06,"United States, Marion, 43302.0",Ohio,S0,DK-13375
CA-2018-121909,2018-07-31,2018-08-05,"United States, Philadelphia, 19134.0",Pennsylvania,S3,EA-14035
CA-2017-106383,2017-03-19,2017-03-21,"United States, Littleton, 80122.0",Colorado,S2,BT-11440
CA-2018-130771,2018-07-29,2018-08-03,"United States, Austin, 78745.0",Texas,S3,LA-16780
CA-2017-139157,2017-10-01,2017-10-05,"United States, New York City, 10024.0",New York,S3,GM-14680
CA-2015-128055,2015-03-31,2015-04-05,"United States, San Francisco, 94122.0",California,S3,AA-10315
CA-2018-157091,2018-06-26,2018-07-01,"United States, La Porte, 46350.0",Indiana,S3,DB-13405
CA-2018-132122,2018-07-09,2018-07-14,"United States, Chicago, 60610.0",Illinois,S3,JH-15820
CA-2016-123232,2016-12-14,2016-12-16,"United States, Portland, 97206.0",Oregon,S2,DJ-13630
CA-2018-104066,2018-12-05,2018-12-10,"United States, Burlington, nan",Vermont,S3,QJ-19255
CA-2016-145849,2016-09-15,2016-09-17,"United States, Indianapolis, 46203.0",Indiana,S2,CT-11995
CA-2017-122322,2017-07-15,2017-07-21,"United States, Provo, 84604.0",Utah,S3,RH-19510
CA-2018-166849,2018-04-20,2018-04-26,"United States, Chicago, 60610.0",Illinois,S3,SJ-20125
CA-2017-146633,2017-11-15,2017-11-17,"United States, Los Angeles, 90049.0",California,S2,TG-21310
US-2017-126893,2017-11-26,2017-12-01,"United States, Philadelphia, 19134.0",Pennsylvania,S3,CT-11995
CA-2018-103380,2018-11-21,2018-11-25,"United States, Pasadena, 91104.0",California,S3,BF-11005
CA-2016-116092,2016-02-15,2016-02-18,"United States, Los Angeles, 90004.0",California,S2,JM-16195
CA-2017-117849,2017-04-15,2017-04-17,"United States, San Diego, 92105.0",California,S2,JK-16120
CA-2016-169201,2016-09-28,2016-10-01,"United States, San Francisco, 94110.0",California,S1,HG-14965
CA-2017-164091,2017-09-17,2017-09-22,"United States, Bangor, 4401.0",Maine,S3,LA-16780
CA-2018-105214,2018-06-16,2018-06-19,"United States, San Francisco, 94122.0",California,S1,TS-21610
CA-2016-117611,2016-11-08,2016-11-10,"United States, San Diego, 92024.0",California,S2,MZ-17335
US-2016-137960,2016-12-18,2016-12-18,"United States, New York City, 10035.0",New York,S0,MW-18220
CA-2018-122994,2018-02-06,2018-02-09,"United States, Arlington, 22204.0",Virginia,S1,MV-17485
CA-2017-131065,2017-11-14,2017-11-16,"United States, Atlanta, 30318.0",Georgia,S2,AA-10375
CA-2018-149146,2018-10-12,2018-10-12,"United States, Monroe, 28110.0",North Carolina,S0,SM-20320
CA-2018-137470,2018-09-17,2018-09-17,"United States, Seattle, 98115.0",Washington,S0,TP-21415
CA-2018-105480,2018-12-20,2018-12-26,"United States, Rochester, 14609.0",New York,S3,DK-13225
CA-2018-164917,2018-12-02,2018-12-07,"United States, Miami, 33180.0",Florida,S3,MK-17905
CA-2016-102036,2016-09-21,2016-09-27,"United States, Seattle, 98105.0",Washington,S3,CS-12130
CA-2016-142944,2016-03-06,2016-03-11,"United States, San Francisco, 94122.0",California,S3,JL-15850
CA-2015-157882,2015-10-03,2015-10-08,"United States, Los Angeles, 90036.0",California,S2,AR-10405
CA-2015-104283,2015-06-27,2015-07-01,"United States, Southaven, 38671.0",Mississippi,S3,LM-17065
CA-2018-142622,2018-10-30,2018-11-02,"United States, Seattle, 98115.0",Washington,S1,JK-15625
CA-2017-132143,2017-09-03,2017-09-05,"United States, Middletown, 6457.0",Connecticut,S1,FM-14215
CA-2016-153108,2016-03-05,2016-03-09,"United States, New Castle, 47362.0",Indiana,S3,SF-20200
CA-2017-112676,2017-05-05,2017-05-08,"United States, Murfreesboro, 37130.0",Tennessee,S1,PJ-18835
CA-2018-165687,2018-11-17,2018-11-23,"United States, Salem, 24153.0",Virginia,S3,CS-12355
US-2018-112928,2018-06-01,2018-06-05,"United States, Toledo, 43615.0",Ohio,S2,BB-10990
CA-2018-143343,2018-06-10,2018-06-13,"United States, Los Angeles, 90032.0",California,S1,BW-11200
CA-2018-115154,2018-01-08,2018-01-11,"United States, Seattle, 98115.0",Washington,S1,RS-19420
CA-2016-149342,2016-04-20,2016-04-25,"United States, Columbus, 31907.0",Georgia,S3,TS-21160
CA-2016-130995,2016-11-01,2016-11-06,"United States, New York City, 10009.0",New York,S3,QJ-19255
CA-2018-127929,2018-12-23,2018-12-27,"United States, Middletown, 6457.0",Connecticut,S3,FM-14215
CA-2016-113145,2016-11-01,2016-11-05,"United States, New York City, 10011.0",New York,S3,VD-21670
CA-2015-162362,2015-11-14,2015-11-18,"United States, Midland, 48640.0",Michigan,S3,JL-15505
CA-2017-106558,2017-01-17,2017-01-21,"United States, Columbus, 31907.0",Georgia,S3,DL-13495
CA-2018-157931,2018-09-17,2018-09-22,"United States, Roswell, 30076.0",Georgia,S2,MO-17800
CA-2017-115574,2017-12-23,2017-12-24,"United States, Chicago, 60623.0",Illinois,S1,BP-11185
CA-2016-160794,2016-08-06,2016-08-08,"United States, Houston, 77041.0",Texas,S1,MS-17980
CA-2018-116225,2018-11-05,2018-11-09,"United States, New York City, 10009.0",New York,S3,SV-20935
US-2018-120418,2018-06-11,2018-06-12,"United States, Peoria, 85345.0",Arizona,S1,BC-11125
CA-2018-122035,2018-07-20,2018-07-25,"United States, Sioux Falls, 57103.0",South Dakota,S3,EM-13825
CA-2016-117828,2016-12-23,2016-12-26,"United States, Richmond, 23223.0",Virginia,S1,BD-11500
CA-2018-165491,2018-03-20,2018-03-24,"United States, Seattle, 98115.0",Washington,S3,HW-14935
CA-2016-109470,2016-12-31,2017-01-03,"United States, Henderson, 42420.0",Kentucky,S2,KC-16255
CA-2016-105102,2016-09-15,2016-09-19,"United States, New York City, 10035.0",New York,S2,BM-11575
CA-2018-138422,2018-09-23,2018-09-26,"United States, Fort Collins, 80525.0",Colorado,S1,KN-16705
US-2016-147739,2016-12-25,2016-12-29,"United States, Philadelphia, 19140.0",Pennsylvania,S3,JD-16150
CA-2017-155187,2017-09-24,2017-09-26,"United States, Los Angeles, 90004.0",California,S2,LA-16780
CA-2018-169285,2018-03-21,2018-03-25,"United States, Lafayette, 47905.0",Indiana,S3,RW-19690
CA-2015-140886,2015-09-30,2015-10-04,"United States, Clarksville, 37042.0",Tennessee,S3,KW-16570
CA-2018-152695,2018-12-10,2018-12-10,"United States, Fairfield, 6824.0",Connecticut,S0,CC-12220
CA-2015-110639,2015-08-23,2015-08-23,"United States, New York City, 10009.0",New York,S0,RH-19495
CA-2015-121727,2015-08-19,2015-08-24,"United States, Columbus, 43229.0",Ohio,S3,JK-15625
CA-2017-137736,2017-11-10,2017-11-15,"United States, Warner Robins, 31088.0",Georgia,S3,DC-13285
US-2015-143231,2015-12-31,2016-01-03,"United States, Franklin, 2038.0",Massachusetts,S1,GM-14455
US-2015-155894,2015-07-26,2015-07-30,"United States, Chicago, 60623.0",Illinois,S2,CL-11890
CA-2017-119025,2017-02-22,2017-02-28,"United States, Milwaukee, 53209.0",Wisconsin,S3,PV-18985
CA-2017-159373,2017-03-13,2017-03-18,"United States, San Antonio, 78207.0",Texas,S3,LT-17110
CA-2018-109701,2018-12-02,2018-12-03,"United States, Los Angeles, 90032.0",California,S0,AM-10360
CA-2016-111514,2016-08-31,2016-09-02,"United States, San Francisco, 94122.0",California,S1,SC-20260
US-2015-148838,2015-03-17,2015-03-21,"United States, New York City, 10024.0",New York,S3,CP-12340
CA-2018-136497,2018-04-16,2018-04-20,"United States, Columbus, 43229.0",Ohio,S3,RF-19840
US-2017-108637,2017-03-13,2017-03-18,"United States, Waynesboro, 22980.0",Virginia,S3,AB-10060
CA-2015-102295,2015-11-24,2015-11-26,"United States, Sacramento, 95823.0",California,S2,EH-13990
CA-2018-123659,2018-02-10,2018-02-13,"United States, Clinton, 20735.0",Maryland,S1,MN-17935
US-2017-129469,2017-09-23,2017-09-27,"United States, Fairfield, 45014.0",Ohio,S3,KL-16555
CA-2018-155152,2018-07-07,2018-07-09,"United States, Warwick, 2886.0",Rhode Island,S2,MP-17965
CA-2017-159940,2017-07-07,2017-07-11,"United States, Aurora, 60505.0",Illinois,S2,BF-11020
CA-2018-119669,2018-01-24,2018-01-30,"United States, Smyrna, 30080.0",Georgia,S3,TP-21130
US-2015-164616,2015-08-19,2015-08-21,"United States, Columbus, 43229.0",Ohio,S2,MS-17770
CA-2016-148628,2016-12-06,2016-12-11,"United States, Thousand Oaks, 91360.0",California,S3,KM-16375
CA-2017-118052,2017-05-06,2017-05-10,"United States, Lorain, 44052.0",Ohio,S3,BE-11455
US-2018-117534,2018-03-25,2018-03-26,"United States, Fresno, 93727.0",California,S1,CV-12295
CA-2016-145065,2016-12-12,2016-12-15,"United States, San Diego, 92105.0",California,S1,DK-13375
US-2016-127040,2016-12-06,2016-12-10,"United States, New York City, 10009.0",New York,S3,SG-20605
CA-2017-128111,2017-03-17,2017-03-23,"United States, Malden, 2148.0",Massachusetts,S3,CS-12355
CA-2016-137897,2016-11-14,2016-11-19,"United States, New York City, 10035.0",New York,S3,PJ-18835
CA-2018-169264,2018-08-14,2018-08-16,"United States, San Francisco, 94109.0",California,S2,NP-18700
CA-2018-147361,2018-09-09,2018-09-15,"United States, Florence, 29501.0",South Carolina,S3,SB-20290
CA-2018-145877,2018-04-01,2018-04-04,"United States, Springfield, 65807.0",Missouri,S2,AS-10090
US-2017-110170,2017-09-27,2017-10-03,"United States, Huntsville, 77340.0",Texas,S3,HM-14860
CA-2018-108574,2018-10-07,2018-10-11,"United States, Los Angeles, 90045.0",California,S3,MG-18145
CA-2018-144589,2018-01-20,2018-01-25,"United States, San Francisco, 94122.0",California,S3,TM-21010
CA-2018-155985,2018-03-23,2018-03-25,"United States, San Francisco, 94122.0",California,S1,BE-11335
CA-2015-162684,2015-08-01,2015-08-06,"United States, Philadelphia, 19120.0",Pennsylvania,S3,AS-10630
CA-2016-142041,2016-06-07,2016-06-09,"United States, Los Angeles, 90036.0",California,S2,EM-13810
CA-2015-151295,2015-11-12,2015-11-16,"United States, Los Angeles, 90045.0",California,S3,JA-15970
CA-2017-156300,2017-12-29,2018-01-02,"United States, Milwaukee, 53209.0",Wisconsin,S3,TB-21595
CA-2016-146087,2016-07-06,2016-07-11,"United States, Holyoke, 1040.0",Massachusetts,S3,PP-18955
CA-2018-168655,2018-10-12,2018-10-18,"United States, Albuquerque, 87105.0",New Mexico,S3,ML-18040
CA-2017-107202,2017-05-21,2017-05-28,"United States, Sparks, 89431.0",Nevada,S3,LC-16930
CA-2018-159597,2018-11-09,2018-11-14,"United States, Coachella, 92236.0",California,S3,MC-17590
CA-2017-155551,2017-04-18,2017-04-23,"United States, Elmhurst, 60126.0",Illinois,S3,CR-12580
US-2018-147669,2018-12-25,2018-12-30,"United States, Fairfield, 45014.0",Ohio,S3,SV-20935
CA-2017-169922,2017-06-11,2017-06-17,"United States, Arlington, 76017.0",Texas,S3,MZ-17515
CA-2018-100748,2018-05-13,2018-05-20,"United States, San Francisco, 94110.0",California,S3,RB-19795
CA-2018-129805,2018-12-28,2019-01-02,"United States, Seattle, 98103.0",Washington,S3,HM-14860
CA-2015-148586,2015-03-25,2015-04-01,"United States, New York City, 10009.0",New York,S3,AZ-10750
US-2018-112613,2018-05-28,2018-06-01,"United States, Houston, 77070.0",Texas,S3,JH-15910
CA-2016-154746,2016-11-14,2016-11-17,"United States, Springfield, 22153.0",Virginia,S1,PJ-18835
CA-2018-140053,2018-07-03,2018-07-10,"United States, Farmington, 87401.0",New Mexico,S3,CA-12265
CA-2015-164210,2015-11-18,2015-11-20,"United States, Louisville, 80027.0",Colorado,S2,PW-19240
CA-2018-139948,2018-07-17,2018-07-22,"United States, Tampa, 33614.0",Florida,S3,SW-20455
CA-2017-146934,2017-05-22,2017-05-27,"United States, Passaic, 7055.0",New Jersey,S3,AF-10870
CA-2016-100573,2016-09-25,2016-10-01,"United States, Los Angeles, 90004.0",California,S3,AM-10705
CA-2017-119165,2017-10-31,2017-11-06,"United States, Philadelphia, 19143.0",Pennsylvania,S3,BD-11320
CA-2016-128027,2016-09-14,2016-09-17,"United States, North Charleston, 29406.0",South Carolina,S2,CM-12385
CA-2017-140207,2017-11-05,2017-11-10,"United States, San Jose, 95123.0",California,S3,CS-12400
CA-2018-140949,2018-03-17,2018-03-22,"United States, New York City, 10011.0",New York,S2,DB-13405
CA-2018-138548,2018-08-15,2018-08-21,"United States, Plainfield, 7060.0",New Jersey,S3,JG-15160
CA-2016-142419,2016-07-11,2016-07-13,"United States, Seattle, 98115.0",Washington,S2,SC-20380
CA-2018-148691,2018-12-03,2018-12-09,"United States, New York City, 10009.0",New York,S3,CS-12460
CA-2018-128755,2018-05-04,2018-05-08,"United States, Newport News, 23602.0",Virginia,S3,MK-18160
US-2017-135923,2017-01-22,2017-01-28,"United States, Fayetteville, 28314.0",North Carolina,S3,CM-11935
CA-2017-114972,2017-11-03,2017-11-06,"United States, Los Angeles, 90032.0",California,S1,PF-19225
CA-2018-102750,2018-09-04,2018-09-08,"United States, Los Angeles, 90036.0",California,S2,GM-14695
CA-2015-145212,2015-09-13,2015-09-19,"United States, New York City, 10011.0",New York,S3,DC-12850
CA-2018-141992,2018-06-19,2018-06-25,"United States, Dallas, 75220.0",Texas,S3,FO-14305
CA-2018-147956,2018-12-24,2018-12-31,"United States, Seattle, 98105.0",Washington,S3,AH-10210
CA-2018-126067,2018-08-28,2018-09-03,"United States, Seattle, 98105.0",Washington,S3,KN-16705
CA-2016-104514,2016-01-02,2016-01-04,"United States, Newark, 19711.0",Delaware,S2,CB-12535
CA-2016-141040,2016-10-09,2016-10-13,"United States, New York City, 10024.0",New York,S2,TB-21250
CA-2015-113579,2015-12-13,2015-12-15,"United States, Los Angeles, 90049.0",California,S2,KD-16345
CA-2015-144624,2015-11-19,2015-11-23,"United States, Jamestown, 14701.0",New York,S3,JM-15865
CA-2017-146206,2017-09-10,2017-09-14,"United States, Houston, 77095.0",Texas,S2,KT-16480
CA-2015-136644,2015-06-16,2015-06-22,"United States, Mishawaka, 46544.0",Indiana,S3,SC-20575
CA-2016-122371,2016-09-26,2016-10-01,"United States, San Diego, 92037.0",California,S3,BS-11800
CA-2017-126935,2017-05-19,2017-05-24,"United States, San Francisco, 94109.0",California,S3,BT-11395
US-2018-133781,2018-06-22,2018-06-23,"United States, Miami, 33178.0",Florida,S1,DC-12850
CA-2018-131618,2018-06-17,2018-06-20,"United States, Skokie, 60076.0",Illinois,S1,LS-17200
CA-2017-149482,2017-11-14,2017-11-19,"United States, San Francisco, 94110.0",California,S3,RR-19315
CA-2015-143917,2015-07-25,2015-07-27,"United States, San Francisco, 94122.0",California,S2,KL-16645
CA-2016-120397,2016-07-02,2016-07-02,"United States, Houston, 77070.0",Texas,S0,RB-19435
CA-2018-163902,2018-03-02,2018-03-08,"United States, Los Angeles, 90045.0",California,S3,MY-17380
CA-2017-136812,2017-11-18,2017-11-23,"United States, Oklahoma City, 73120.0",Oklahoma,S3,AW-10930
CA-2016-102722,2016-04-18,2016-04-19,"United States, Monroe, 71203.0",Louisiana,S1,KW-16570
CA-2018-155089,2018-12-02,2018-12-06,"United States, Tampa, 33614.0",Florida,S3,DB-12910
CA-2017-124506,2017-11-11,2017-11-17,"United States, Chicago, 60623.0",Illinois,S3,BB-11545
CA-2015-106572,2015-09-05,2015-09-10,"United States, Bowling Green, 43402.0",Ohio,S3,NP-18700
CA-2015-128888,2015-11-15,2015-11-22,"United States, Houston, 77095.0",Texas,S3,PB-19105
CA-2018-123134,2018-05-02,2018-05-07,"United States, Westfield, 7090.0",New Jersey,S3,DW-13585
CA-2017-124352,2017-10-15,2017-10-21,"United States, Oklahoma City, 73120.0",Oklahoma,S3,CD-12790
CA-2016-124541,2016-04-06,2016-04-10,"United States, Houston, 77041.0",Texas,S3,TT-21220
CA-2015-108707,2015-10-24,2015-10-29,"United States, Fort Lauderdale, 33311.0",Florida,S3,DB-12910
CA-2015-111500,2015-08-17,2015-08-21,"United States, Little Rock, 72209.0",Arkansas,S3,DJ-13510
US-2018-117723,2018-08-15,2018-08-18,"United States, Philadelphia, 19120.0",Pennsylvania,S2,DL-13495
CA-2016-143238,2016-09-06,2016-09-08,"United States, La Quinta, 92253.0",California,S1,LO-17170
CA-2016-168746,2016-01-27,2016-01-29,"United States, Cleveland, 44105.0",Ohio,S2,SV-20365
CA-2016-113404,2016-07-16,2016-07-16,"United States, San Francisco, 94122.0",California,S0,EM-13810
CA-2017-144792,2017-04-30,2017-05-04,"United States, Scottsdale, 85254.0",Arizona,S3,KD-16615
CA-2015-164385,2015-09-26,2015-10-01,"United States, Philadelphia, 19134.0",Pennsylvania,S2,NB-18580
US-2017-114174,2017-09-08,2017-09-14,"United States, Malden, 2148.0",Massachusetts,S3,AP-10720
CA-2018-108070,2018-04-16,2018-04-20,"United States, San Jose, 95123.0",California,S3,JE-15745
US-2016-128090,2016-08-16,2016-08-22,"United States, Phoenix, 85023.0",Arizona,S3,JM-15865
CA-2018-101042,2018-11-19,2018-11-23,"United States, Henderson, 42420.0",Kentucky,S3,AB-10105
CA-2017-155439,2017-09-14,2017-09-18,"United States, Columbia, 29203.0",South Carolina,S3,PN-18775
CA-2017-118626,2017-08-15,2017-08-20,"United States, Tallahassee, 32303.0",Florida,S3,JC-15775
CA-2016-111458,2016-09-26,2016-09-30,"United States, New York City, 10035.0",New York,S3,PF-19165
US-2017-126844,2017-10-08,2017-10-14,"United States, Houston, 77070.0",Texas,S3,BW-11110
US-2016-112508,2016-03-24,2016-03-30,"United States, Coral Springs, 33065.0",Florida,S3,BP-11185
CA-2016-147788,2016-05-31,2016-06-04,"United States, Orem, 84057.0",Utah,S3,TM-21010
CA-2016-144288,2016-12-25,2016-12-31,"United States, Nashville, 37211.0",Tennessee,S3,MB-17305
CA-2016-110632,2016-03-17,2016-03-22,"United States, New York City, 10009.0",New York,S2,HR-14830
CA-2018-109589,2018-12-21,2018-12-24,"United States, Bowling Green, 42104.0",Kentucky,S1,BD-11635
